soal;level_kognitif;kelas;pelajaran;kko
Pahamilah table di bawah ini. Berapa jumlah susu kemasan kotak yang dihasilkan perusahan A dan E?;C3;3;Matematika;Mengkalkulasi
Jika suatu perkebunan dapat menghasilkan 2.575 buah dalam satu kali panen. Berapa jumlah buah yang akan dihasilkan dalam dua kali panen?;C3;3;Matematika;Mengkalkulasi
Amatilah gambar dibawah ini : Rumah Siti ke sekolah  =  ...  km  ...  m;C3;3;Matematika;Mengkalkulasi
Perhatikan gambar dibawah ini : Berapa ketinggian pesawat A dan B dalam satuan km?;C3;3;Matematika;Mengkalkulasi
Ayah Siti membeli 1 kg es kering. Setelah tiga jam diletakkan di tempat terbuka, lama-kelamaan es kering mengecil dan ada yang menghilang. Mengapa? Ternyata, terjadi peristiwa menyublim pada es kering tersebut. Ketika ditimbang es kering yang tersisa 400 gram. Berapa gram es kering yang telah berubah menjadi gas?;C3;3;Matematika;Mengkalkulasi
Ibu Dayu mem  beli 2 kg 500 gram cokelat untuk membuat kue tart. Cokelat yang dicairkan sebanyak 1 kg 200 gram. Berapa gram cokelat yang belum dicairkan?;C3;3;Matematika;Mengkalkulasi
Untuk memanen satu petak garam, petani garam memerlukan waktu 95 menit. Berapa lama waktu yang diperlukan dalam satuan jam?;C3;3;Matematika;Mengkalkulasi
Udin menyalakan lampu kamar di pagi hari selama 2 jam 45 menit. Pada malam hari selama 5 jam 37 menit. Berapa lama Udin menyalakan lampu kamar?;C3;3;Matematika;Mengkalkulasi
Udin dan kakaknya mengumpulkan kelereng bersama-sama. Jumlah kelereng semuanya 600 buah. Berapa kemungkinan kelereng yang bisa dikumpulkan Udin? Berapa kemungkinan kelereng yang bisa dikumpulkan kakak Udin?;C3;3;Matematika;Mengkalkulasi
Ayah Udin ingin rumah mereka nyaman. Ia berencana merapikan pagar rumah mereka. Ayah Udin membutuhkan 980 batu bata. Ia memiliki beberapa batu bata di rumah. Ayah membeli kekurangannya di toko bangunan. Berapa batu bata yang mungkin ayah Udin miliki dan berapa yang harus dibeli?;C3;3;Matematika;Mengkalkulasi
Lani membantu Beni menghitung buah rambutan.  Rambutan yang tersedia ada 500 buah. Bila Beni berbagi kepada sepuluh tetangga, berapa banyak rambutan yang diterima masing-masing tetangga?;C3;3;Matematika;Mengkalkulasi
Tentukan Jumlah bibit yang dimiliki Pak Lurah!;C3;3;Matematika;Mengkalkulasi
Ibu Udin membuat kue untuk perayaan Maulid Nabi. Peserta pengajian ada 80 anak.  Berapa kue yang harus ibu buat? Berapa buah kue yang diterima setiap anak? Tuliskan lima jawaban pada tabel berikut!;C3;3;Matematika;Mengkalkulasi
FPB dari 24, 48, dan 60 adalah ….;C3;4;Matematika;Mengkalkulasi
Seorang petani bunga potong mengirim bunga mawar ke kios bunga setiap 2 hari sekali dan bunga anggrek setiap 3 hari sekali. Pada tanggal 13 Februari 2011, iamengirim kedua jenis bunga sekaligus. Pada tanggal berapa dia kembali mengirim kedua jenis bunga sekaligus?;C3;4;Matematika;Mengkalkulasi
Fauzan memiliki 24 ekor ikan mas dan 40 ekor ikan oscar, kedua jenis ikan tersebut akan diberikan kepada temannya dengan bagian yang sama, bagian yang akan diterima masing-masing teman Fauzan adalah....;C3;4;Matematika;Mengkalkulasi
Adi mempunyai kelereng berwarna merah 60 butir, kelereng berwarna hijau 15 butir dan kelereng berwarna kuning 30 butir. Kelereng tersebut akan dibagikan kepada teman-temannya dengan setiap orang memperoleh jumlah kelereng yang sama. Komposisi yang diterima setiap teman Adi adalah . . . .;C3;4;Matematika;Mengkalkulasi
Petugas siskamling di 3 pos ronda memukul kentongan secara bersamaan padapukul 19.30. Selanjutnya petugas pos ronda A memukul kentongan setiap 15 menit, petugas ronda B setiap 30 menit, dan petugas ronda C setiap 45 menit. Mereka akan memukul kentongan secara bersamaan untuk kedua kalinya pada pukul berapa?;C3;4;Matematika;Mengkalkulasi
Pak Maman akan membagikan 80 kg beras, 40 bungkus mi, dan 24 susu kaleng kepada tetangganya. Setiap orang mendapatkan barang sama banyak. Berapa orang tetangga paling banyak mendapatkan barang pembagian dari Pak Maman?;C3;4;Matematika;Mengkalkulasi
Kelipatan persekutuan 5 dan 6 antara lain ....;C3;4;Matematika;Mengkalkulasi
Faktor persekutuan dari 20 dan 24 adalah . . . .;C3;4;Matematika;Mengkalkulasi
FPB dari 84 dan 108 adalah ....;C3;4;Matematika;Mengkalkulasi
KPK dari 3 dan 5 adalah . . . .;C3;4;Matematika;Mengkalkulasi
Paman membeli 15 buah apel dan 20 buah manggis. Buah-buahan tersebut akan disajikan untuk tamu dalam piring yang sama banyak. Jumlah piring terbanyak untuk menyajikan buah-buahan adalah ....;C3;4;Matematika;Mengkalkulasi
Dian kursus bahasa Inggris 4 hari sekali. Ratih kursus bahasa Inggris tiap 3 hari sekali. Mereka akan kursus bersama setelah ... hari.;C3;4;Matematika;Mengkalkulasi
Anto memiliki 15 kelereng merah dan 20 kelereng putih. Semua kelereng tersebut akan dimasukkan ke dalam beberapa kantung plastik. Jika setiap kantung plastik memuat kelereng merah dan putih dalam jumlah yang sama, maka banyaknya kantung plastik yang diperlukan adalah . . . .;C3;4;Matematika;Mengkalkulasi
Jam dinding di ruang tamu berbunyi setiap 15 menit. Jam di ruang makan berbunyi setiap 30 menit. Kedua jam berbunyi bersamaan pertama kali pukul 10.30. Kedua jam berbunyi bersamaan untuk kedua kali pukul ....;C3;4;Matematika;Mengkalkulasi
Ibu membeli 15 buah apel dan 20 buah manggis. Buah-buahan disajikan dalam piring dengan jumlah sama. Jumlah piring terbanyak untuk menyajikan buah-buahan adalah ....;C3;4;Matematika;Mengkalkulasi
Lampu A menyala setiap 6 menit sekali dan lampu B menyala setiap 8 menit sekali. Jika saat ini kedua lampu menyala secara bersamaan, dalam berapa menit kedua lampu tersebut menyala secara bersamaan lagi?;C3;4;Matematika;Mengkalkulasi
Ibu Abid berbelanja setiap 10 hari sekali, sedangkan Ibu Ema berbelanja setiap 8 hari sekali. Hari ini Ibu Abid dan Ibu Ema bertemu di pasar. Berapa hari lagi Ibu Abid dan Ibu Ema dapat bertemu di pasar?;C3;4;Matematika;Mengkalkulasi
Ema menabung di bank setiap 21 hari sekali, sedangkan Menik menabung di bank setiap 30 hari sekali. Hari ini mereka bersama-sama menabung di bank. Berapa hari lagi mereka akan menabung bersama-sama di bank?;C3;4;Matematika;Mengkalkulasi
Marbun ikut kursus komputer seminggu sekali. Menik juga ikut kursus di tempat yang sama 5 hari sekali. Setiap berapa hari sekali mereka dapat bertemu di tempat kursus?;C3;4;Matematika;Mengkalkulasi
Pak Made dan Pak Putu adalah dua satpam yang berjaga di perusahaan yang berdekatan. Setiap berjaga 6 hari Pak Made libur satu hari, sedangkan Pak Putu mendapat libur sehari setelah berjaga 8 hari. Jika hari ini Pak Putu dan Pak Made libur     bersamaan, berapa hari lagi mereka dapat libur bersamaan lagi?;C3;4;Matematika;Mengkalkulasi
Pak Ahmad akan membagi 60 buah jeruk dan 42 buah mangga kepada tetangganya sama banyak. Buahbuah tersebut dimasukkan ke dalam plastik. Tolonglah Pak Ahmad menghitung banyaknya tetangga yang dapat menerima dua macam buah tersebut.;C3;4;Matematika;Mengkalkulasi
Bus Mawar berangkat dari terminal setiap 30 menit sekali. Bus Anggrek berangkat dari terminal setiap 18 menit sekali. Pada pukul 14.00 kamu melihat bus Mawar dan bus Anggrek berangkat bersama-sama. Pukul berapa kamu bisa melihat bus Mawar dan bus Anggrek berangkat bersama-sama untuk kedua kalinya?;C3;4;Matematika;Mengkalkulasi
Musyawarah dilakukan untuk mencapai mufakat. Dalam proses musyawarah, setiap peserta memiliki hak untuk memberikan pendapatnya. Tidak jarang, beberapa pendapat yang disampaikan saling bertentangan. Apa yang kamu lakukan jika terjadi pertentangan pendapat dalam musyawarah?;C3;4;PPKN;Menentukan
Pak Bagas seorang peternak ayam petelur. Selama beberapa minggu ini Pak bagas adalah masa panen ayam petelurnya. Pada hari Minggu peternakan Pak Bagas menghasilkan 98.079 butir. Keesokan harinya telur ayam milik Pak Bagas pecah sebanyak 5.039 butir . Kemudian telur ayam itu dijual sebanyak 69.789 butir. Berapa banyak telur ayam yang masih tersisa milik Pak Bagas?;C3;4;Matematika;Mengkalkulasi
Reva merupakan anak yang rajin dan cerdas. Dia juga selalu bertutur kata yang baik ketika berbicara dengan siapa saja. Hal itu membuat Reva menjadi anakyang disayangi oleh orang tua dan teman-temanya. Perilaku yang ditampilkan oleh Reva merupakan bentuk pengamalan norma....;C3;4;PPKN;Menentukan
Ada 4 bungkus permen dengan masing-masing 15 permen di dalamnya. Semua permen itu kemudian dibagikan kepada 3 anak. Berapa banyak permen yang akan didapat setiap anak?;C3;4;Matematika;Mengkalkulasi
Gabungkanlah kalimat berikut dengan kata penghubung yang benar !;C3;4;Bahasa Indonesia;Membangun
Sebuah tempat pensil  berbentuk persegi panjang mempunyai ukuran pajang 11 cm dan lebar 6 cm berapakah luas tempat pencil tersebut?;C3;4;Matematika;Mengkalkulasi
Tanaman semak dengan tinggi 15-40 cm bisa menjadi penghias rumah. Kalimat tanya yang sesLiai dengan kalimat tersebut adalah . . . .;C3;5;Bahasa Indonesia;Menyesuaikan
Sebuah kapal berlayar ke timur. Tiba-tiba dari arah kanan bertiup angin kencang, sehingga kapal berbelok arah 90 derajat Jelaskan arah kapal  tersebut!;C3;5;Matematika;Mengkalkulasi
Kalimat ianya yang dapat dibuat berdasarkan isi paragraf tersebut adalah;C3;5;Bahasa Indonesia;Menentukan
Tuliskan sikap-sikap dalam kehidupan sehari-hari yang sesuai dengan nilai-nilai yang terkandung dalam pancasila sila pertama!;C3;5;PPKN;Menerapkan
Bacalah teks berikut! Teks proklamasi dirumuskan oleh para tokoh bangsa dengan satu tujuan, yaitu untuk mempercepat kemerdekaan lndonesia. Kata tanya yang tepat untuk Jawaban tersebut adalah .....;C3;6;PPKN;Menyesuaikan
Seorang pembalap dapat menempuh jarak 120 km dalam waktu 1 jam. Jarak yang ditempuh dalam waktu 180 menit adalah....;C3;6;Matematika;Mengkalkulasi
Bayu mengundang teman-temannya untuk menghadiri acara ulang tahunnya. Bayu menyiapkan 9 liter minuman untuk 24 orang tamunya di pagi hari. Pada siang harinya akan ada 16 orang temannya yang hadir, berapa liter air minum yang harus Bayu siapkan?;C3;6;Matematika;Mengkalkulasi
Perhatikan gambar berikut! Gambar tersebut menunjukkan perilaku yang sesuai dengan sila…Pancasila.;C3;6;PPKN;Menentukan
“Mengembangkan sikap saling menghormati kebebasan menjalankan ibadah sesuai agama dan kepercayaan masing-masing”. Pernyataan di atas merupakan nilai yang terkandung dalam Pancasila sila ….;C3;6;PPKN;Menentukan
Perhatikan tabel berikut! Urutan tahapan perkembangbiakan manusia yang tepat adalah ...;C3;6;PPKN;Mengurutkan
Dini akan membuat sebanyak mungkin hiasan yang disusun dari bunga dan daun plastik. Dini mempunyai 50 bunga dan 75 daun. Bunga dan daun tersebut akan dirangkai pada batang yang terbuat dari kawat, masing-masing sama banyak. Banyak bunga dan daun pada setiap batang adalah...;C3;6;Matematika;Mengkalkulasi
Pak Joko mempunyai taman seluas 729 m2 berbentuk persegi. Salah satu dari sisi taman tersebut akan dipagari menggunakan besi. Panjang besi yang dibutuhkan Pak Joko untuk memagari taman tersebut adalah....;C3;6;Matematika;Mengkalkulasi
Tinggi sebuah gedung sebenarnya adalah 84 meter. Jika digambar dengan skala 1:700, tinggi gedung tersebut pada gambar adalah....;C3;6;Matematika;Mengkalkulasi
Di pekarangan rumah akan dibangun sebuah kolam ikan berbentuk persegi. Pada denah berskala 1:50, kolam tersebut digambarkan dengan luas 49 cm2. Pernyataan berikut yang benar adalah....;C3;6;Matematika;Mengkalkulasi
Paman pergi ke kota A mengendarai sepeda motor. Ia berangkat dari rumah pukul 07.45 dan sampai di kota A pukul 08.05. Jika ia melaju dengan kecepatan rata-rata 72 km/jam, jarak dari rumah paman ke kota A adalah . . . .;C3;6;Matematika;Mengkalkulasi
Umur nenek 2 tahun yang lalu adalah 8 windu. Umur Tia sekarang adalah 1 dasawarsa 3 tahun. Selisih umur nenek dan Tia sekarang adalah. . .;C3;6;Matematika;Mengkalkulasi
Perbandingan banyak anak laki-laki dan perempuan siswa kelas VI SD Merdeka adalah 3 : 5. Jika selisih banyak anak laki-laki dan perempuan adalah 16 anak, banyak anak perempuan adalah . . . .;C3;6;Matematika;Mengkalkulasi
Urutan gerakan melompat yang benar adalah ....;C3;6;Olahraga;Mengurutkan
Perhatikan gambar! Pada gambar di atas, yang merupakan urutan gerakan renang gaya dada adalah ....;C3;6;Olahraga;Mengurutkan
Perhatikan gambar berikut : Urutkan gambar lompat kangkang di atas dengan benar…;C3;6;Olahraga;Mengurutkan
Urutan melakukan variasi dan kombinasi gerakan tendangan dan pukulan dengan tepat ditunjukan nomor ….;C3;6;Olahraga;Mengurutkan
Dari bacaan di atas, tahapan gerakan berguling ke depan yang benar ditunjukan dengan urutan nomor ….;C3;6;Olahraga;Mengurutkan
Pernyataan berikut yang menunjukkan penerapkan nilai persatuan di lingkungan sekolah adalah … .;C3;6;PPKN;Menerapkan
Pada awal tahun 2020 di Kabupaten Lebak mengalami bencana alam banjir bandang. Banyak rumah warga dan fasilitas umum yang hancur akibat diterjang banjir bandang. Korban banjir ditampung sementara ke tempat pengungsian yang aman. Karna banyak jalan yang terputus bantuan yang datang belum dapat tersalurkan secara merata. Sikap kita dalam bencana banjir bandang yang sesuai dengan pengamalan Pancasila sila ke 2 adalah ….;C3;6;PPKN;Menerapkan
Gambar di atas menujukkan contoh penerapan Pancasila sila .......;C3;1;PPKN;Menentukan
Kalimat pujian yang tepat berdasarkan gambar di atas adalah ........;C3;1;Bahasa Indonesia;Menentukan
Udin membawa banyak buku kemudian dia bertemu dengan lani ,lani pun melihat udin kesusahan membawa buku ,apa yag harus di ucapkan lani untk membantu udin ...;C3;2;PPKN;Menentukan
Gambar tersebut menunjukkan pengamalan sila ...;C3;2;PPKN;Menentukan
Eko selalu berdoa sebelum mengulang pelajaran. Pancasila sila keberapakah yang diamalkan oleh Eko? Apa bunyinya?;C3;2;PPKN;Menentukan
Gambar di atas menunjukkan pengamalan Pancasila sila .........;C3;2;PPKN;Menentukan
Paragraf di atas merupakan pengamalan Pancasila sila .......;C3;2;PPKN;Menentukan
Cara kita menghormati orang yang mengalami keterbatasan fisik yaitu .......;C2;2;PPKN;Menerapkan
Menurut pendapatmu, pengamalan sila ke berapakah yang ditunjukkan oleh gambar dibawah ini?;C3;2;PPKN;Menentukan
kewajiban yang harus dilakukan Riko sesuai pada gambar disamping adalah ….;C3;3;PPKN;Menentukan
Bu Rika bisa menjahit 4 baju dalam sehari. Jika dia mendapatkan pesanan 48 baju, lama waktu yang dibutuhkan Bu Rika untuk menjahit adalah ….;C3;3;Matematika;Mengkalkulasi
Bu Desi menjahit pakaian membutuhkan waktu 7 hari untuk menyelesaikannya. Bila hari Kamis Bu Desi mulai menjahit. Maka pada hari apakakah Bu Desi akan menyelesaikan pekerjaan menjahit?;C3;3;Matematika;Mengkalkulasi
Pak Toni mempunyai tanah berbentuk persegi. Panjang tanah Pak Toni adalah 10 m. Pak Toni ingin menjual tanahnya dengan harga Rp500.000,00/m2. Hitunglah uang yang didapatkan Pak Toni!;C3;4;Matematika;Mengkalkulasi
Seorang murid kelas 5 , pertama kali menabung Rp100.000,00. Selanjutnya menabung Rp5.000,00 per hari selama 190 hari. Sebagian uangnya disumbangkan ke Panti Asuhan Yatim Piatu sebesar Rp25.000,00. Berapa uang tabungannya sekarang?;C3;5;Matematika;Mengkalkulasi
Sebuah agen akan mengirimkan barang dagangannya kepada beberapa toko. Barang-barang tersebut antara lain 198 dus biskuit, 90 botol jus, dan 108 bungkus wafer. Jika setiap toko menerima barang dagangan sama banyak, jumlah toko paling banyak yang mendapat barang dagangan dari agen tersebut adalah . . . toko.;C3;5;Matematika;Mengkalkulasi
Amelia menabung sebesar Rp150.000,00 per bulan selama 11 bulan. Uang tersebut digunakan untuk membeli sepeda seharga Rp950.000,00 dan perlengkapan sekolah seharga Rp250.000,00. Sisa uang tabungan Amelia adalah . . . .;C3;5;Matematika;Mengkalkulasi
Siswa kelas V SD Merdeka berjumlah 25. Siswa laki-laki berjumlah 15. Mereka akan  dibagi menjadi beberapa kelompok belajar. Banyak siswa laki-laki dan perempuan pada  setiap kelompok harus sama. Tentukan: a. Banyak kelompok belajar yang dapat dibentuk b. Banyak siswa laki-laki dan perempuan pada setiap kelompok belajar;C3;5;Matematika;Mengkalkulasi
Pak Andi akan berangkat dari Lampung ke Palembang dan akan menempuh jarak 350 km. Setelah menempuh  2/3 perjalanan Pak Andi beristirahat di Rest Area. Berapa km lagi perjalanan yang harus ditempuh oleh Pak Andi? ;C3;6;Matematika;Mengkalkulasi
Toni membeli 1 lusin kaos kaki seharga 120.000 berisi 12 kaos kaki berapa harga  untuk  1 kaos kaki...;C3;6;Matematika;Mengkalkulasi
Rika membeli 1 kotak pena seharga Rp 45. 000 yang berisi 15 pena. Berapa harga untuk 1 pena...;C3;6;Matematika;Mengkalkulasi
Berikut salah satu sikap yang mencerminkan sila ke-2 Pancasila di lingkungan sekolah adalah …;C3;6;PPKN;Menentukan
Dari cerita di atas, termasuk pengamalan sila ke berapa dalam Pancasila, jelaskanlah!;C3;6;PPKN;Menentukan
Suhu sebuah ruang kamar 24°C, sedangkan suhu ruang pendingin lebih rendah 300 C dari suhu ruang kamar. Suhu di ruang pendingin adalah ..;C3;6;Matematika;Mengkalkulasi
Volume dalam bak mandi adalah 0,65 m3 . Lalu, ibu menggunakan air di dalam bak tersebut untuk mandi sebanyak 70 liter dan mencuci baju sebanyak 120 dm3. Volume air di dalam bak mandi sekarang adalah. . . .;C3;6;Matematika;Mengkalkulasi
Sebuah kolam berbentuk persegi panjang akan ditanami bunga matahari di sekelilingnya dengan jarak antar bunga 1,5 meter. Jika panjang dan lebar taman tersebut berturut-turut adalah 80 m dan 40 m, pernyataan berikut yang benar adalah . . . .;C3;6;Matematika;Mengkalkulasi
Berikut ini yang merupakan perilaku di lingkungan rumah yang sesuai dengan sila ke-3 Pancasila adalah … .;C3;6;PPKN;Menyesuaikan
Pada suatu hari ani dan fani terlibat dalam pertengkaran dan tidak tau siapa yang salah langkah yang di ambil  sesuai sila ke 4 adalah ..;C3;2;PPKN;Menyesuaikan
Perhatikan langkah-langkah berikut. (1) Sikap permulaan berdiri dengan sikap melangkah. (2) Berat badan tertumpu pada kaki depan. (3) menggiring bola sambil berjalan, (menggunakan tangan kanan dan kiri). (4) Badan agak condong ke depan. tahapan yang benar dalam menggiring bola sambil berjalan adalah . . .;C3;6;Olahraga;Mengurutkan
Perhatikan gambar dibawah ini! ungkapan pujian yang  tepat adalah;C3;1;Bahasa Indonesia;Menentukan
Yanal mendatangi rumah teman-temannya. Ia mengajak mereka berjalan-jalan di lingkungan sekitar. Apa yang akan dikatakan Beni?;C3;1;Bahasa Indonesia;Menentukan
Sila keberapa yang diamalkan mereka?;C3;1;PPKN;Menentukan
Mengapa ia melakukannya?;C4;1;Bahasa Indonesia;Menganalisis
Mengapa Dilo harus memakainya saat pilek?;C4;1;Bahasa Indonesia;Menganalisis
Mengapa warga masyarakat melakukan kegiatan seperti pada gambar ?;C4;6;PPKN;Menganalisis
Bagaimana cara menunjukkan kepedulianmu terhadap lingkungan?;C4;6;IPS;Menganalisis
Mengapa kamu harus bersikap seperti jawabanmu pada soal nomor 3?;C4;6;PPKN;Menganalisis
Tuliskan gagasan utama dari teks nonfiksi bedasarkan gagasan utama setiap kalimat;C4;6;Bahasa Indonesia;Menyimpulkan
Tuliskan gagasan utama dari teks non fiksi berdasarkan gagasan utama setiap paragraf !;C4;6;Bahasa Indonesia;Menganalisis
Apa akibatnya jika setiap warga negara melaksanakan tanggung jawab?;C4;6;PPKN;Menganalisis
Apa pula akibat jika banyak warga negara yang tidak melaksanakan tanggung jawabnya dalam kehidupan sehari hari?;C4;6;PPKN;Menganalisis
Apa akibat jika kita tidak mematuhi aturan di sekolah, kecuali...;C4;2;PPKN;Menganalisis
Bagaimana bentuk air jika dimasukkan kedalam botol? Apakah bentuknya akan berubah atau tetap jika air tersebut dipindah ke panci?;C4;2;IPA;Menganalisis
Apa kesimpulan bacaan diatas?;C4;4;Bahasa Indonesia;Menganalisis
Apa pesan yang terdapat pada iklan diatas?;C4;5;Bahasa Indonesia;Menganalisis
Apa yang menyebabkan kepunahan hewan dan tumbuhan?;C4;6;IPA;Menganalisis
Akibat bila tidak ada persatuan dan kesatuan di Indonesia maka ...;C4;6;PPKN;Menganalisis
Mengapa persatuan dan kesatuan sangat penting bagi bangsa Indonesia?;C4;6;PPKN;Menganalisis
Bagaimana cara Hyena mempertahankan diri dan wilayahnya?;C4;6;IPA;Menganalisis
Mengapa kita harus melaksanakan hak dan kewajiban secara seimbang?;C4;6;PPKN;Menganalisis
Mengapa persatuan dan kesatuan sangat penting bagi bangsa Indonesia?;C4;6;PPKN;Menganalisis
Mengapa judul gambar itu Pagi yang Sibuk?;C4;1;Bahasa Indonesia;Menganalisis
Mengapa kalian tidak boleh menyebarkan kuman kepada orang lain?;C4;1;Bahasa Indonesia;Menganalisis
Mengapa makanan itu bersih?;C4;1;Bahasa Indonesia;Menganalisis
Mengapa makanan itu kotor?;C4;1;Bahasa Indonesia;Menganalisis
Menurut kalian, mengapa namanya permainan ular naga ?;C4;1;Bahasa Indonesia;Menganalisis
Tuliskan apa yang kalian pilih: lebah atau laba-laba? Mengapa kalian memilih itu?;C4;1;Bahasa Indonesia;Menganalisis
Mengapa Mimi malu dengan Maya?;C4;1;Bahasa Indonesia;Menganalisis
Bagaimana perasaan ibu guru dan anak-anak itu?;C4;1;Bahasa Indonesia;Menganalisis
Mengapa ibu guru dan anak-anak merasa seperti itu;C4;1;Bahasa Indonesia;Menganalisis
Kalian juga dapat menambahkan alasan kalian menyukai benda tersebut. Aku ingin ..... karena…;C4;1;Bahasa Indonesia;Menganalisis
Jika tidak, mengapa berbeda?;C4;1;Bahasa Indonesia;Menganalisis
Coba temukan kata kunci pada judul teks.;C4;6;Bahasa Indonesia;Menemukan
Apa yang sedang dibahas pada teks tersebut?;C4;6;Bahasa Indonesia;Menganalisis
Bagaimanakah perbedaan masa kanak-kanak dan pubertas itu?;C2;6;IPA;Membedakan
Tuliskan kalimat utama pada setiap paragraf;C4;6;Bahasa Indonesia;Menganalisis
Tuliskan gagasan utama pada setiap paragraf.;C4;6;Bahasa Indonesia;Menganalisis
Tuliskan kalimat utama pada setiap paragraf !;C4;6;Bahasa Indonesia;Menemukan
Tuliskan gagasan utama pada setiap paragraf !;C4;6;Bahasa Indonesia;Menemukan
Sebutkan gagasan utama setiap paragraf dan letaknya!;C4;6;Bahasa Indonesia;Menemukan
Apa gagasan utama pada paragraf pertama?;C4;6;Bahasa Indonesia;Menemukan
Apa gagasan utama pada paragraf kedua?;C4;6;Bahasa Indonesia;Menemukan
Apa gagasan utama pada paragraf ketiga?;C4;6;Bahasa Indonesia;Menemukan
Temukan informasi penting dalam setiap paragraf berdasarkan gagasan utama yang ada didalamnya;C4;6;Bahasa Indonesia;Menemukan
Teks puisi di atas meneceritakan tentang;C4;1;Bahasa Indonesia;Menganalisis
Lagu di bawah ini bercerita tentang apa?;C4;1;Bahasa Indonesia;Menganalisis
Apa gagasan pokok paragraf pertama dari teks diatas?;C4;4;Bahasa Indonesia;Menganalisis
Sebutkan gagasan pokok dan gagasan pendukung dari paragraf dibawah !;C4;4;Bahasa Indonesia;Menganalisis
Sebutkan gagasan pokok yang terdapat dalam bacaan diatas!;C4;4;Bahasa Indonesia;Menganalisis
Dampak membuang sampah sembarang, kecuali ….;C4;4;IPA;Menganalisis
Apa yang harus kita lakukan terhadap sumber daya alam kita yang tidak dapat diperbaharui?;C4;4;IPA;Menganalisis
Apa gagasan pokok dalam bacaan diatas?;C4;4;Bahasa Indonesia;Menganalisis
Ide pokok pada bacaan diatas adalah?;C4;4;Bahasa Indonesia;Menganalisis
Gagasan pokok paragraf tersebut adalah ..;C4;4;Bahasa Indonesia;Menganalisis
Inti pada teks di atas berada pada …..;C4;4;Bahasa Indonesia;Menganalisis
Pokok paragraf di atas adalah …..;C4;4;Bahasa Indonesia;Menganalisis
Apa akibatnya kalau kita melalaikan kewajiban dalam merawat tanaman yang kita tanam?;C4;4;IPA;Menganalisis
Apa dampak sikap pada gambar diatas, kecuali …;C4;4;PPKN;Menganalisis
Apa dampak perburuan liar, kecuali....;C4;4;IPS;Menganalisis
Ide pokok paragraf diatas adalah …..;C4;5;Bahasa Indonesia;Menganalisis
Tuliskan ide pokok pada paragraf diatas !;C4;5;Bahasa Indonesia;Menganalisis
Apa ide pokok dari paragraf diatas?;C4;5;Bahasa Indonesia;Menganalisis
Tuliskan ide pokok dari paragraf dibawah ini!;C4;5;Bahasa Indonesia;Menganalisis
Terdapat pada gambar manakah yang termasuk kewajiban dalam lingkungan masyarakat!;C2;5;PPKN;Memperkirakan
Karakteristik interaksi pada gambar di atas adalah ....;C1;5;PPKN;Menyebutkan
Berikut ini yang bukan bentuk keragaman sosial budaya di lingkungan masyarakat adalah ...;C4;5;IPS;Menganalisis
Kenapa sampah, genangan air, dan kotoran harus dibuang? Jelaskan!;C2;4;IPA;Menganalisis
Sebutkan gagasan pokok dan gagasan pendukung dari paragraf dibawah !;C4;4;Bahasa Indonesia;Menganalisis
Apa pesan moral yang dapat kita pelajari dari cerita diatas?;C4;4;Bahasa Indonesia;Menganalisis
Mengapa kita perlu memakai pensil secara hemat dan efektif?;C4;4;IPA;Menganalisis
Mengapa kita perlu memanfaatkan barang bekas?;C4;4;IPA;Menganalisis
Amanat apa yang dapat kita pelajari dari cerita diatas?;C4;4;Bahasa Indonesia;Menganalisis
Apa yang terjadi jika Tuhan jumlahnya lebih dari satu !;C4;4;PPKN;Menganalisis
Ekspresi yang ditunjukkkan ketika membaca puisi di atas adalah;C4;4;Bahasa Indonesia;Menganalisis
Tunjukkan kartu nama dan benda kesukaan kalian di depan kelas. Perkenalkan nama kalian dan ceritakan benda itu. Mengapa kalian menyukainya?;C4;1;Bahasa Indonesia;Menganalisis
Apa yang harus dilakukan saat menemukan peraturan yang tidak adil?;C5;3;PPKN;Memutuskan
Apa yang kamu lakukan, jika banyak perbedaan identitas di kelas?;C5;3;PPKN;Memutuskan
Apa yang akan kamu lakukan jika melihat lingkunganmu rumah kotor?;C5;6;IPS;Memutuskan
Bagaimana sikap kita terhadap keaneragaman budaya dan sosial di Indonesia;C4;6;IPS;Memutuskan
Bagaimana sikap kita menghadapi kebudayaan luar yang masuk ke Indonesia?;C4;6;IPS;Memutuskan
Apa kewajiban kita agar peristiwa seperti diatas tidak terjadi?;C4;3;PPKN;Memecahkan
Apa yang harus kalian lakukan agar tanaman kalian tidak layu?;C4;4;IPA;Menganalisis
Apa yang harus kita lakukan untuk menjaga kelestarian hutan?;C4;4;IPS;Menganalisis
Mengapa kita harus menghargai kesukaan teman?;C4;1;PPKN;Menelaah
Apakah judul puisi yang ditulis oleh Siti?;C4;1;Bahasa Indonesia;Menelaah
Musim kemarau tiba. Hujan jarang turun. Tanah petani menjadi ...;C4;1;IPA;Menganalisis
Lingkungan rumahku kotor. Banyak kaleng dan genangan air. Nyamuk ada di mana- mana. Tetanggaku banyak terkena penyakit demam …;C4;1;Bahasa Indonesia;Menganalisis
perhatikan gambar dibawah ini! pada gambar diatas barang yang paling berat ditujukan pada gambar …;C4;1;Matematika;Menganalisis
Perhatikan gambar dibawah ini! Benda yang lebih ringan adalah …;C4;1;Matematika;Menganalisis
Apabila ada teman yang memiliki kebudayaan yang unik dan bahasa yang khas, maka kita ….;C4;1;PPKN;Menelaah
